3205000	0
3205001	0
3205002	0
3205003	0
3205004	0
3205005	0
3205006	0
3205007	0
3205008	0
3205009	0
3205010	0
3205011	0
3205012	0
3205013	0
3205014	0
3205015	0
3205016	0
3205017	0
3205018	0
3205019	0
3205020	0
3205021	0
3205022	0
3205023	0
3205024	0
3205025	0
3205026	0
3205027	0
3205028	0
3205029	0
3205030	0
3205031	0
3205032	0
3205033	0
3205034	0
3205035	0
3205036	0
3205037	0
3205038	0
3205039	0
3205040	0
3205041	0
3205042	0
3205043	0
3205044	0
3205045	0
3205046	0
3205047	0
3205048	0
3205049	0
3205050	0
3205051	0
3205052	0
3205053	0
3205054	0
3205055	0
3205056	0
3205057	0
3205058	0
3205059	0
3205060	0
3205061	0
3205062	0
3205063	0
3205064	0
3205065	0
3205066	0
3205067	0
3205068	0
3205069	0
3205070	0
3205071	0
3205072	0
3205073	0
3205074	0
3205075	0
3205076	0
3205077	0
3205078	0
3205079	0
3205080	0
3205081	0
3205082	0
3205083	0
3205084	0
3205085	0
3205086	0
3205087	0
3205088	0
3205089	0
3205090	0
3205091	0
3205092	0
3205093	0
3205094	0
3205095	0
3205096	0
3205097	0
3205098	0
3205099	0
3205100	0
3205101	0
3205102	0
3205103	0
3205104	0
3205105	0
3205106	0
3205107	0
3205108	0
3205109	0
3205110	0
3205111	0
3205112	0
3205113	0
3205114	0
3205115	0
3205116	0
3205117	0
3205118	0
3205119	0
3205120	0
3205121	0
3205122	0
3205123	0
3205124	0
3205125	0
3205126	0
3205127	0
3205128	0
3205129	0
3205130	0
3205131	0
3205132	0
3205133	0
3205134	0
3205135	0
3205136	0
3205137	0
3205138	0
3205139	0
3205140	0
3205141	0
3205142	0
3205143	0
3205144	0
3205145	0
3205146	0
3205147	0
3205148	0
3205149	0
3205150	0
3205151	0
3205152	0
3205153	0
3205154	0
3205155	0
3205156	0
3205157	0
3205158	0
3205159	0
3205160	0
3205161	0
3205162	0
3205163	0
3205164	0
3205165	0
3205166	0
3205167	0
3205168	0
3205169	0
3205170	0
3205171	0
3205172	0
3205173	0
3205174	0
3205175	0
3205176	0
3205177	0
3205178	0
3205179	0
3205180	0
3205181	0
3205182	0
3205183	0
3205184	0
3205185	0
3205186	0
3205187	0
3205188	0
3205189	0
3205190	0
3205191	0
3205192	0
3205193	0
3205194	0
3205195	0
3205196	0
3205197	0
3205198	0
